"","CODE_REGIS","Presi","VOTOS"
"2840",40025,"Fico",1402
"2841",40025,"Petro",3199
"2842",44001,"Fajardo",6191
"2843",44001,"Fico",10759
"2844",44001,"Petro",17714
"2845",44002,"Fajardo",114
"2846",44002,"Fico",306
"2847",44002,"Petro",286
"2848",44003,"Fajardo",350
"2849",44003,"Fico",519
"2850",44003,"Petro",2024
"2851",44004,"Fajardo",223
"2852",44004,"Fico",482
"2853",44004,"Petro",737
"2854",44005,"Fajardo",337
"2855",44005,"Fico",792
"2856",44005,"Petro",1339
"2857",44006,"Fajardo",164
"2858",44006,"Fico",319
"2859",44006,"Petro",901
"2860",44007,"Fajardo",216
"2861",44007,"Fico",482
"2862",44007,"Petro",1698
"2863",44009,"Fajardo",433
"2864",44009,"Fico",803
"2865",44009,"Petro",1687
"2866",44010,"Fajardo",591
"2867",44010,"Fico",1113
"2868",44010,"Petro",3102
"2869",44012,"Fajardo",141
"2870",44012,"Fico",256
"2871",44012,"Petro",393
"2872",44016,"Fajardo",119
"2873",44016,"Fico",171
"2874",44016,"Petro",688
"2875",44017,"Fajardo",116
"2876",44017,"Fico",252
"2877",44017,"Petro",251
"2878",44020,"Fajardo",233
"2879",44020,"Fico",501
"2880",44020,"Petro",1004
"2881",44022,"Fajardo",122
"2882",44022,"Fico",138
"2883",44022,"Petro",907
"2884",44024,"Fajardo",146
"2885",44024,"Fico",255
"2886",44024,"Petro",291
"2887",44040,"Fajardo",141
"2888",44040,"Fico",306
"2889",44040,"Petro",328
"2890",46001,"Fajardo",9963
"2891",46001,"Fico",11088
"2892",46001,"Petro",16583
"2893",46040,"Fajardo",2026
"2894",46040,"Fico",1947
"2895",46040,"Petro",3919
"2896",46120,"Fajardo",264
"2897",46120,"Fico",64
"2898",46120,"Petro",190
"2899",46320,"Fajardo",339
"2900",46320,"Fico",395
"2901",46320,"Petro",591
"2902",46480,"Fajardo",75
"2903",46480,"Fico",16
"2904",46480,"Petro",218
"2905",46520,"Fajardo",581
"2906",46520,"Fico",659
"2907",46520,"Petro",854
"2908",46540,"Fajardo",816
"2909",46540,"Fico",881
"2910",46540,"Petro",1256
"2911",46560,"Fajardo",332
"2912",46560,"Fico",266
"2913",46560,"Petro",375
"2914",46640,"Fajardo",257
"2915",46640,"Fico",268
"2916",46640,"Petro",645
"2917",46680,"Fajardo",1208
"2918",46680,"Fico",1433
"2919",46680,"Petro",1976
"2920",46700,"Fajardo",537
"2921",46700,"Fico",502
"2922",46700,"Petro",523
"2923",46760,"Fajardo",82
"2924",46760,"Fico",43
"2925",46760,"Petro",121
"2926",46800,"Fajardo",342
"2927",46800,"Fico",214
"2928",46800,"Petro",210
"2929",46815,"Fajardo",135
"2930",46815,"Fico",29
"2931",46815,"Petro",316
"2932",46830,"Fajardo",274
"2933",46830,"Fico",353
"2934",46830,"Petro",358
"2935",46840,"Fajardo",218
"2936",46840,"Fico",150
"2937",46840,"Petro",288
"2938",46850,"Fajardo",1366
"2939",46850,"Fico",1141
"2940",46850,"Petro",2233
"2941",46865,"Fajardo",387
"2942",46865,"Fico",443
"2943",46865,"Petro",618
"2944",46880,"Fajardo",1342
"2945",46880,"Fico",1866
"2946",46880,"Petro",2583
"2947",48001,"Fajardo",3514
"2948",48001,"Fico",16381
"2949",48001,"Petro",23927
"2950",48002,"Fajardo",286
"2951",48002,"Fico",790
"2952",48002,"Petro",4274
"2953",48004,"Fajardo",469
"2954",48004,"Fico",2041
"2955",48004,"Petro",5955
"2956",48005,"Fajardo",515
"2957",48005,"Fico",1651
"2958",48005,"Petro",3472
"2959",48006,"Fajardo",132
"2960",48006,"Fico",743
"2961",48006,"Petro",1073
"2962",48007,"Fajardo",517
"2963",48007,"Fico",2102
"2964",48007,"Petro",8293
"2965",48008,"Fajardo",513
"2966",48008,"Fico",1098
"2967",48008,"Petro",1665
"2968",48009,"Fajardo",307
"2969",48009,"Fico",1132
"2970",48009,"Petro",3852
"2971",48010,"Fajardo",4483
"2972",48010,"Fico",8563
"2973",48010,"Petro",15042
"2974",48011,"Fajardo",657
"2975",48011,"Fico",1898
"2976",48011,"Petro",5015
"2977",48012,"Fajardo",69
"2978",48012,"Fico",402
"2979",48012,"Petro",937
"2980",48013,"Fajardo",1028
"2981",48013,"Fico",3935
"2982",48013,"Petro",5345
"2983",48016,"Fajardo",1196
"2984",48016,"Fico",3119
"2985",48016,"Petro",3339
"2986",48018,"Fajardo",284
"2987",48018,"Fico",1231
"2988",48018,"Petro",2441
"2989",48020,"Fajardo",438
"2990",48020,"Fico",1929
"2991",48020,"Petro",3244
"2992",50001,"Fajardo",767
"2993",50001,"Fico",514
"2994",50001,"Petro",2038
"2995",50070,"Fajardo",34
"2996",50070,"Fico",20
"2997",50070,"Petro",482
"2998",50073,"Fajardo",3
"2999",50073,"Fico",1
"3000",50073,"Petro",6
"3001",50078,"Fajardo",1
"3002",50078,"Fico",0
"3003",50078,"Petro",8
"3004",50083,"Fajardo",1
"3005",50083,"Fico",0
"3006",50083,"Petro",47
"3007",50087,"Fajardo",23
"3008",50087,"Fico",3
"3009",50087,"Petro",110
"3010",50090,"Fajardo",19
"3011",50090,"Fico",2
"3012",50090,"Petro",19
"3013",50092,"Fajardo",0
"3014",50092,"Fico",1
"3015",50092,"Petro",23
"3016",52001,"Fajardo",23962
"3017",52001,"Fico",50013
"3018",52001,"Petro",57958
"3019",52005,"Fajardo",4403
"3020",52005,"Fico",6843
"3021",52005,"Petro",9761
"3022",52006,"Fajardo",197
"3023",52006,"Fico",269
"3024",52006,"Petro",495
"3025",52008,"Fajardo",209
"3026",52008,"Fico",586
"3027",52008,"Petro",405
"3028",52010,"Fajardo",656
"3029",52010,"Fico",1136
"3030",52010,"Petro",1702
"3031",52015,"Fajardo",182
"3032",52015,"Fico",1093
"3033",52015,"Petro",386
"3034",52020,"Fajardo",1145
"3035",52020,"Fico",2034
"3036",52020,"Petro",2121
"3037",52025,"Fajardo",69
"3038",52025,"Fico",211
"3039",52025,"Petro",79
"3040",52027,"Fajardo",121
"3041",52027,"Fico",418
"3042",52027,"Petro",958
"3043",52028,"Fajardo",143
"3044",52028,"Fico",736
"3045",52028,"Petro",246
"3046",52030,"Fajardo",263
"3047",52030,"Fico",484
"3048",52030,"Petro",945
"3049",52035,"Fajardo",2157
"3050",52035,"Fico",3062
"3051",52035,"Petro",5901
"3052",52040,"Fajardo",728
"3053",52040,"Fico",1568
"3054",52040,"Petro",1325
"3055",52041,"Fajardo",142
"3056",52041,"Fico",231
"3057",52041,"Petro",724
"3058",52042,"Fajardo",249
"3059",52042,"Fico",583
"3060",52042,"Petro",563
"3061",52043,"Fajardo",1804
"3062",52043,"Fico",2829
"3063",52043,"Petro",6674
"3064",52044,"Fajardo",204
"3065",52044,"Fico",379
"3066",52044,"Petro",1220
"3067",52045,"Fajardo",906
"3068",52045,"Fico",1945
"3069",52045,"Petro",2023
"3070",52046,"Fajardo",169
"3071",52046,"Fico",214
"3072",52046,"Petro",284
"3073",52047,"Fajardo",178
"3074",52047,"Fico",237
"3075",52047,"Petro",771
"3076",52048,"Fajardo",205
"3077",52048,"Fico",454
"3078",52048,"Petro",507
"3079",52049,"Fajardo",114
"3080",52049,"Fico",306
"3081",52049,"Petro",865
"3082",52050,"Fajardo",953
"3083",52050,"Fico",2402
"3084",52050,"Petro",1816
"3085",52055,"Fajardo",233
"3086",52055,"Fico",852
"3087",52055,"Petro",592
"3088",52058,"Fajardo",148
"3089",52058,"Fico",429
"3090",52058,"Petro",543
"3091",52059,"Fajardo",74
"3092",52059,"Fico",156
"3093",52059,"Petro",69
"3094",52060,"Fajardo",795
"3095",52060,"Fico",1504
"3096",52060,"Petro",1347
"3097",52074,"Fajardo",82
"3098",52074,"Fico",50
"3099",52074,"Petro",1842
"3100",52080,"Fajardo",554
"3101",52080,"Fico",886
"3102",52080,"Petro",1576
"3103",54001,"Fajardo",1487
"3104",54001,"Fico",1998
"3105",54001,"Petro",5440
"3106",54003,"Fajardo",143
"3107",54003,"Fico",167
"3108",54003,"Petro",828
"3109",54007,"Fajardo",199
"3110",54007,"Fico",322
"3111",54007,"Petro",757
"3112",54012,"Fajardo",70
"3113",54012,"Fico",62
"3114",54012,"Petro",657
"3115",56001,"Fajardo",1004
"3116",56001,"Fico",3538
"3117",56001,"Petro",3824
"3118",56004,"Fajardo",59
"3119",56004,"Fico",153
"3120",56004,"Petro",416
"3121",60001,"Fajardo",1604
"3122",60001,"Fico",1883
"3123",60001,"Petro",3914
"3124",60007,"Fajardo",66
"3125",60007,"Fico",56
"3126",60007,"Petro",490
"3127",60010,"Fajardo",9
"3128",60010,"Fico",6
"3129",60010,"Petro",49
"3130",60013,"Fajardo",12
"3131",60013,"Fico",38
"3132",60013,"Petro",577
"3133",60016,"Fajardo",43
"3134",60016,"Fico",3
"3135",60016,"Petro",123
"3136",60017,"Fajardo",0
"3137",60017,"Fico",1
"3138",60017,"Petro",4
"3139",60019,"Fajardo",0
"3140",60019,"Fico",4
"3141",60019,"Petro",79
"3142",60021,"Fajardo",4
"3143",60021,"Fico",6
"3144",60021,"Petro",111
"3145",60022,"Fajardo",19
"3146",60022,"Fico",7
"3147",60022,"Petro",100
"3148",60030,"Fajardo",1
"3149",60030,"Fico",0
"3150",60030,"Petro",5
"3151",60040,"Fajardo",22
"3152",60040,"Fico",4
"3153",60040,"Petro",67
"3154",64001,"Fajardo",1485
"3155",64001,"Fico",2677
"3156",64001,"Petro",11740
"3157",64002,"Fajardo",1206
"3158",64002,"Fico",1946
"3159",64002,"Petro",9684
"3160",64004,"Fajardo",755
"3161",64004,"Fico",615
"3162",64004,"Petro",1262
"3163",64007,"Fajardo",148
"3164",64007,"Fico",387
"3165",64007,"Petro",1223
"3166",64013,"Fajardo",211
"3167",64013,"Fico",566
"3168",64013,"Petro",1114
"3169",64016,"Fajardo",236
"3170",64016,"Fico",261
"3171",64016,"Petro",1436
"3172",64018,"Fajardo",138
"3173",64018,"Fico",272
"3174",64018,"Petro",2777
"3175",64019,"Fajardo",428
"3176",64019,"Fico",882
"3177",64019,"Petro",3236
"3178",64023,"Fajardo",594
"3179",64023,"Fico",772
"3180",64023,"Petro",8900
"3181",64025,"Fajardo",188
"3182",64025,"Fico",347
"3183",64025,"Petro",1845
"3184",64026,"Fajardo",166
"3185",64026,"Fico",358
"3186",64026,"Petro",2134
"3187",64028,"Fajardo",361
"3188",64028,"Fico",372
"3189",64028,"Petro",6783
"3190",64030,"Fajardo",567
"3191",64030,"Fico",880
"3192",64030,"Petro",4342
"3193",68001,"Fajardo",348
"3194",68001,"Fico",283
"3195",68001,"Petro",1917
"3196",68004,"Fajardo",20
"3197",68004,"Fico",2
"3198",68004,"Petro",237
"3199",68010,"Fajardo",0
"3200",68010,"Fico",0
"3201",68010,"Petro",31
"3202",68013,"Fajardo",1
"3203",68013,"Fico",0
"3204",68013,"Petro",165
"3205",68017,"Fajardo",25
"3206",68017,"Fico",15
"3207",68017,"Petro",74
"3208",68022,"Fajardo",2
"3209",68022,"Fico",5
"3210",68022,"Petro",69
"3211",72001,"Fajardo",848
"3212",72001,"Fico",803
"3213",72001,"Petro",1041
"3214",72002,"Fajardo",90
"3215",72002,"Fico",157
"3216",72002,"Petro",135
"3217",72006,"Fajardo",536
"3218",72006,"Fico",379
"3219",72006,"Petro",2103
"3220",72008,"Fajardo",216
"3221",72008,"Fico",328
"3222",72008,"Petro",214
"3223",88115,"Fajardo",7
"3224",88115,"Fico",3
"3225",88115,"Petro",5
"3226",88120,"Fajardo",693
"3227",88120,"Fico",402
"3228",88120,"Petro",1868
"3229",88130,"Fajardo",4
"3230",88130,"Fico",0
"3231",88130,"Petro",0
"3232",88135,"Fajardo",4
"3233",88135,"Fico",5
"3234",88135,"Petro",6
"3235",88140,"Fajardo",45
"3236",88140,"Fico",122
"3237",88140,"Petro",82
"3238",88155,"Fajardo",367
"3239",88155,"Fico",506
"3240",88155,"Petro",2132
"3241",88160,"Fajardo",109
"3242",88160,"Fico",336
"3243",88160,"Petro",184
"3244",88165,"Fajardo",787
"3245",88165,"Fico",734
"3246",88165,"Petro",2773
"3247",88170,"Fajardo",91
"3248",88170,"Fico",68
"3249",88170,"Petro",255
"3250",88190,"Fajardo",209
"3251",88190,"Fico",163
"3252",88190,"Petro",457
"3253",88215,"Fajardo",44
"3254",88215,"Fico",84
"3255",88215,"Petro",51
"3256",88220,"Fajardo",196
"3257",88220,"Fico",256
"3258",88220,"Petro",644
"3259",88250,"Fajardo",2087
"3260",88250,"Fico",3258
"3261",88250,"Petro",4305
"3262",88275,"Fajardo",23
"3263",88275,"Fico",13
"3264",88275,"Petro",37
"3265",88285,"Fajardo",337
"3266",88285,"Fico",1012
"3267",88285,"Petro",464
"3268",88290,"Fajardo",14
"3269",88290,"Fico",15
"3270",88290,"Petro",153
"3271",88305,"Fajardo",612
"3272",88305,"Fico",1311
"3273",88305,"Petro",1941
"3274",88315,"Fajardo",40
"3275",88315,"Fico",46
"3276",88315,"Petro",77
"3277",88325,"Fajardo",51
"3278",88325,"Fico",25
"3279",88325,"Petro",97
"3280",88330,"Fajardo",563
"3281",88330,"Fico",1793
"3282",88330,"Petro",886
"3283",88335,"Fajardo",2
"3284",88335,"Fico",1
"3285",88335,"Petro",10
"3286",88340,"Fajardo",40
"3287",88340,"Fico",87
"3288",88340,"Petro",32
"3289",88350,"Fajardo",93
"3290",88350,"Fico",355
"3291",88350,"Petro",114
"3292",88355,"Fajardo",2725
"3293",88355,"Fico",6589
"3294",88355,"Petro",10435
"3295",88360,"Fajardo",8542
"3296",88360,"Fico",30096
"3297",88360,"Petro",9513
"3298",88370,"Fajardo",15
"3299",88370,"Fico",13
"3300",88370,"Petro",9
"3301",88375,"Fajardo",24
"3302",88375,"Fico",21
"3303",88375,"Petro",77
"3304",88380,"Fajardo",852
"3305",88380,"Fico",576
"3306",88380,"Petro",2291
"3307",88410,"Fajardo",92
"3308",88410,"Fico",224
"3309",88410,"Petro",58
"3310",88435,"Fajardo",247
"3311",88435,"Fico",222
"3312",88435,"Petro",490
"3313",88440,"Fajardo",27
"3314",88440,"Fico",41
"3315",88440,"Petro",21
"3316",88445,"Fajardo",30
"3317",88445,"Fico",14
"3318",88445,"Petro",88
"3319",88455,"Fajardo",1
"3320",88455,"Fico",7
"3321",88455,"Petro",4
"3322",88460,"Fajardo",12
"3323",88460,"Fico",7
"3324",88460,"Petro",9
"3325",88465,"Fajardo",748
"3326",88465,"Fico",1060
"3327",88465,"Petro",1758
"3328",88470,"Fajardo",42
"3329",88470,"Fico",28
"3330",88470,"Petro",60
"3331",88490,"Fajardo",29
"3332",88490,"Fico",70
"3333",88490,"Petro",66
"3334",88495,"Fajardo",401
"3335",88495,"Fico",398
"3336",88495,"Petro",848
"3337",88500,"Fajardo",6
"3338",88500,"Fico",15
"3339",88500,"Petro",4
"3340",88505,"Fajardo",30
"3341",88505,"Fico",46
"3342",88505,"Petro",71
"3343",88515,"Fajardo",13
"3344",88515,"Fico",6
"3345",88515,"Petro",10
"3346",88535,"Fajardo",8
"3347",88535,"Fico",62
"3348",88535,"Petro",5
"3349",88540,"Fajardo",26
"3350",88540,"Fico",12
"3351",88540,"Petro",30
"3352",88560,"Fajardo",10
"3353",88560,"Fico",15
"3354",88560,"Petro",11
"3355",88580,"Fajardo",6
"3356",88580,"Fico",2
"3357",88580,"Petro",0
"3358",88590,"Fajardo",796
"3359",88590,"Fico",1161
"3360",88590,"Petro",1215
"3361",88620,"Fajardo",7
"3362",88620,"Fico",21
"3363",88620,"Petro",12
"3364",88625,"Fajardo",104
"3365",88625,"Fico",91
"3366",88625,"Petro",240
"3367",88635,"Fajardo",33
"3368",88635,"Fico",13
"3369",88635,"Petro",96
"3370",88655,"Fajardo",533
"3371",88655,"Fico",1617
"3372",88655,"Petro",700
"3373",88665,"Fajardo",20
"3374",88665,"Fico",54
"3375",88665,"Petro",22
"3376",88670,"Fajardo",277
"3377",88670,"Fico",476
"3378",88670,"Petro",281
"3379",88675,"Fajardo",18
"3380",88675,"Fico",14
"3381",88675,"Petro",66
"3382",88680,"Fajardo",82
"3383",88680,"Fico",54
"3384",88680,"Petro",172
"3385",88683,"Fajardo",66
"3386",88683,"Fico",185
"3387",88683,"Petro",183
"3388",88685,"Fajardo",146
"3389",88685,"Fico",307
"3390",88685,"Petro",129
"3391",88688,"Fajardo",39
"3392",88688,"Fico",23
"3393",88688,"Petro",18
"3394",88690,"Fajardo",0
"3395",88690,"Fico",1
"3396",88690,"Petro",7
"3397",88700,"Fajardo",12
"3398",88700,"Fico",8
"3399",88700,"Petro",75
"3400",88745,"Fajardo",10
"3401",88745,"Fico",20
"3402",88745,"Petro",15
"3403",88755,"Fajardo",94
"3404",88755,"Fico",104
"3405",88755,"Petro",348
"3406",88760,"Fajardo",328
"3407",88760,"Fico",419
"3408",88760,"Petro",832
"3409",88765,"Fajardo",8
"3410",88765,"Fico",6
"3411",88765,"Petro",15
"3412",88770,"Fajardo",18
"3413",88770,"Fico",16
"3414",88770,"Petro",53
"3415",88785,"Fajardo",12
"3416",88785,"Fico",8
"3417",88785,"Petro",10
"3418",88805,"Fajardo",36
"3419",88805,"Fico",54
"3420",88805,"Petro",119
"3421",88815,"Fajardo",93
"3422",88815,"Fico",249
"3423",88815,"Petro",72
